EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM156,29.00,26-35,No,Non-Travel,1496.00,Research & Development,1.00,1,Technical Degree,1,208,4,Male,41,3,2,Manufacturing Director,3,Married,4319.00,Upto 5k,26283.00,1,Y,No,13,3,1,80,1,10.00,1,3,10.00,7,0,9
RM218,29.00,26-35,Yes,Travel_Rarely,992.00,Research & Development,1.00,3,Technical Degree,1,300,3,Male,85,3,1,Research Scientist,3,Single,2058.00,Upto 5k,19757.00,0,Y,No,14,3,4,80,0,7.00,1,2,6.00,2,1,5
RM228,29.00,26-35,No,Travel_Frequently,1413.00,Sales,1.00,1,Medical,1,312,2,Female,42,3,3,Sales Executive,4,Married,7918.00,5k-10k,6599.00,1,Y,No,14,3,4,80,1,11.00,5,3,11.00,10,4,1
RM230,29.00,26-35,Yes,Travel_Rarely,896.00,Research & Development,18.00,1,Medical,1,315,3,Male,86,2,1,Research Scientist,4,Single,2389.00,Upto 5k,14961.00,1,Y,Yes,13,3,3,80,0,4.00,3,2,4.00,3,0,1
RM266,29.00,26-35,No,Travel_Rarely,1210.00,Sales,2.00,3,Medical,1,366,1,Male,78,2,2,Sales Executive,2,Married,6644.00,5k-10k,3687.00,2,Y,No,19,3,2,80,2,10.00,2,3,0.00,0,0,0
RM283,29.00,26-35,No,Travel_Frequently,442.00,Sales,2.00,2,Life Sciences,1,388,2,Male,44,3,2,Sales Executive,4,Single,4554.00,Upto 5k,20260.00,1,Y,No,18,3,1,80,0,10.00,3,2,10.00,7,0,9
RM337,29.00,26-35,Yes,Travel_Rarely,318.00,Research & Development,8.00,4,Other,1,454,2,Male,77,1,1,Laboratory Technician,1,Married,2119.00,Upto 5k,4759.00,1,Y,Yes,11,3,4,80,0,7.00,4,2,7.00,7,0,7
RM338,29.00,26-35,No,Travel_Rarely,738.00,Research & Development,9.00,5,Other,1,455,2,Male,30,2,1,Laboratory Technician,4,Single,3983.00,Upto 5k,7621.00,0,Y,No,17,3,3,80,0,4.00,2,3,3.00,2,2,2
RM344,29.00,26-35,No,Travel_Rarely,144.00,Sales,10.00,1,Marketing,1,463,4,Female,39,2,2,Sales Executive,2,Divorced,8268.00,5k-10k,11866.00,1,Y,Yes,14,3,1,80,2,7.00,2,3,7.00,7,1,7
RM350,29.00,26-35,No,Non-Travel,746.00,Sales,2.00,3,Life Sciences,1,469,4,Male,61,3,2,Sales Executive,3,Married,4649.00,Upto 5k,16928.00,1,Y,No,14,3,1,80,1,4.00,3,2,4.00,3,0,2
RM372,29.00,26-35,No,Travel_Rarely,1283.00,Research & Development,23.00,3,Life Sciences,1,495,4,Male,54,3,1,Research Scientist,4,Single,2201.00,Upto 5k,18168.00,9,Y,No,16,3,4,80,0,6.00,4,3,3.00,2,1,2
RM421,29.00,26-35,No,Travel_Rarely,986.00,Research & Development,3.00,4,Medical,1,564,2,Male,93,2,3,Research Director,3,Married,11935.00,10k-15k,21526.00,1,Y,No,18,3,3,80,0,10.00,2,3,10.00,2,0,7
RM422,29.00,26-35,Yes,Travel_Rarely,408.00,Research & Development,25.00,5,Technical Degree,1,565,3,Female,71,2,1,Research Scientist,2,Married,2546.00,Upto 5k,18300.00,5,Y,No,16,3,2,80,0,6.00,2,4,2.00,2,1,1
RM455,29.00,26-35,No,Travel_Rarely,232.00,Research & Development,19.00,3,Technical Degree,1,611,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262.00,Upto 5k,22645.00,4,Y,No,12,3,2,80,2,8.00,2,4,3.00,2,1,2
RM508,29.00,26-35,No,Travel_Rarely,1176.00,Sales,3.00,2,Medical,1,690,2,Female,62,3,2,Sales Executive,3,Married,5561.00,5k-10k,3487.00,1,Y,No,14,3,1,80,1,6.00,5,2,6.00,0,1,2
RM520,29.00,26-35,No,Travel_Frequently,806.00,Research & Development,1.00,4,Life Sciences,1,710,2,Male,76,1,1,Research Scientist,4,Divorced,2720.00,Upto 5k,18959.00,1,Y,No,18,3,4,80,1,10.00,5,3,10.00,7,2,8
RM547,29.00,26-35,No,Travel_Rarely,1396.00,Sales,10.00,3,Life Sciences,1,749,3,Male,99,3,1,Sales Representative,3,Single,2642.00,Upto 5k,2755.00,1,Y,No,11,3,3,80,0,1.00,6,3,1.00,0,0,0
RM556,29.00,26-35,No,Travel_Rarely,1090.00,Sales,10.00,3,Marketing,1,766,4,Male,83,3,1,Sales Representative,2,Divorced,2297.00,Upto 5k,17967.00,1,Y,No,14,3,4,80,2,2.00,2,3,2.00,2,2,2
RM573,29.00,26-35,No,Travel_Rarely,657.00,Research & Development,27.00,3,Medical,1,793,2,Female,66,3,2,Healthcare Representative,3,Married,4335.00,Upto 5k,25549.00,4,Y,No,12,3,1,80,1,11.00,3,2,8.00,7,1,1
RM590,29.00,26-35,Yes,Travel_Rarely,805.00,Research & Development,1.00,2,Life Sciences,1,816,2,Female,36,2,1,Laboratory Technician,1,Married,2319.00,Upto 5k,6689.00,1,Y,Yes,11,3,4,80,1,1.00,1,3,1.00,0,0,0
RM595,29.00,26-35,No,Travel_Rarely,1252.00,Research & Development,23.00,2,Life Sciences,1,824,3,Male,81,4,1,Research Scientist,3,Married,2700.00,Upto 5k,23779.00,1,Y,No,24,4,3,80,1,10.00,3,3,10.00,7,0,7
RM646,29.00,26-35,Yes,Travel_Rarely,341.00,Sales,1.00,3,Medical,1,896,2,Female,48,2,1,Sales Representative,3,Divorced,2800.00,Upto 5k,23522.00,6,Y,Yes,19,3,3,80,3,5.00,3,3,3.00,2,0,2
RM658,29.00,26-35,No,Travel_Rarely,1086.00,Research & Development,7.00,1,Medical,1,912,1,Female,62,2,1,Laboratory Technician,4,Divorced,2532.00,Upto 5k,6054.00,6,Y,No,14,3,3,80,3,8.00,5,3,4.00,3,0,3
RM698,29.00,26-35,No,Travel_Frequently,1404.00,Sales,20.00,3,Technical Degree,1,974,3,Female,84,3,1,Sales Representative,4,Married,2157.00,Upto 5k,18203.00,1,Y,No,15,3,2,80,1,3.00,5,3,3.00,1,0,2
RM712,29.00,26-35,Yes,Travel_Rarely,906.00,Research & Development,10.00,3,Life Sciences,1,994,4,Female,92,2,1,Research Scientist,1,Single,2404.00,Upto 5k,11479.00,6,Y,Yes,20,4,3,80,0,3.00,5,3,0.00,0,0,0
RM809,29.00,26-35,No,Travel_Rarely,1107.00,Research & Development,28.00,4,Life Sciences,1,1120,3,Female,93,3,1,Research Scientist,4,Divorced,2514.00,Upto 5k,26968.00,4,Y,No,22,4,1,80,1,11.00,1,3,7.00,5,1,7
RM824,29.00,26-35,No,Travel_Frequently,490.00,Research & Development,10.00,3,Life Sciences,1,1143,4,Female,61,3,1,Research Scientist,2,Divorced,3291.00,Upto 5k,17940.00,0,Y,No,14,3,4,80,2,8.00,2,2,7.00,5,1,1
RM826,29.00,26-35,No,Travel_Rarely,718.00,Research & Development,8.00,1,Medical,1,1150,2,Male,79,2,2,Manufacturing Director,4,Married,5056.00,5k-10k,17689.00,1,Y,Yes,15,3,3,80,1,10.00,2,2,10.00,7,1,2
RM837,29.00,26-35,Yes,Travel_Rarely,408.00,Sales,23.00,1,Life Sciences,1,1165,4,Female,45,2,3,Sales Executive,1,Married,7336.00,5k-10k,11162.00,1,Y,No,13,3,1,80,1,11.00,3,1,11.00,8,3,10
RM853,29.00,26-35,No,Travel_Rarely,1401.00,Research & Development,6.00,1,Medical,1,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131.00,Upto 5k,26342.00,1,Y,No,13,3,1,80,1,10.00,5,3,10.00,8,0,8
RM860,29.00,26-35,No,Travel_Rarely,942.00,Research & Development,15.00,1,Life Sciences,1,1202,2,Female,69,1,1,Research Scientist,4,Married,2168.00,Upto 5k,26933.00,0,Y,Yes,18,3,1,80,1,6.00,2,2,5.00,4,1,3
RM894,29.00,26-35,No,Travel_Rarely,1010.00,Research & Development,1.00,3,Life Sciences,1,1249,1,Female,97,3,1,Research Scientist,4,Divorced,3760.00,Upto 5k,5598.00,1,Y,No,15,3,1,80,3,3.00,5,3,3.00,2,1,2
RM904,29.00,26-35,No,Travel_Rarely,1329.00,Research & Development,7.00,3,Life Sciences,1,1260,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623.00,5k-10k,4204.00,1,Y,Yes,11,3,2,80,2,6.00,2,3,6.00,0,1,0
RM906,29.00,26-35,No,Travel_Rarely,694.00,Research & Development,1.00,3,Life Sciences,1,1264,4,Female,87,2,4,Research Director,4,Divorced,16124.00,15k+,3423.00,3,Y,No,14,3,2,80,2,9.00,2,2,7.00,7,1,7
RM933,29.00,26-35,Yes,Travel_Rarely,806.00,Research & Development,7.00,3,Technical Degree,1,1299,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339.00,Upto 5k,17285.00,3,Y,Yes,13,3,1,80,2,10.00,2,3,7.00,7,7,7
RM1006,29.00,26-35,No,Travel_Rarely,332.00,Human Resources,17.00,3,Other,1,1419,2,Male,51,2,3,Human Resources,1,Single,7988.00,5k-10k,9769.00,1,Y,No,13,3,1,80,0,10.00,3,2,10.00,9,0,9
RM1008,29.00,26-35,Yes,Travel_Frequently,337.00,Research & Development,14.00,1,Other,1,1421,3,Female,84,3,3,Healthcare Representative,4,Single,7553.00,5k-10k,22930.00,0,Y,Yes,12,3,1,80,0,9.00,1,3,8.00,7,7,7
RM1058,29.00,26-35,Yes,Travel_Frequently,115.00,Sales,13.00,3,Technical Degree,1,1487,1,Female,51,3,2,Sales Executive,2,Single,5765.00,5k-10k,17485.00,5,Y,No,11,3,1,80,0,7.00,4,1,5.00,3,0,0
RM1064,29.00,26-35,No,Travel_Rarely,1246.00,Sales,19.00,3,Life Sciences,1,1497,3,Male,77,2,2,Sales Executive,3,Divorced,8620.00,5k-10k,23757.00,1,Y,No,14,3,3,80,2,10.00,3,3,10.00,7,0,4
RM1073,29.00,26-35,No,Travel_Frequently,410.00,Research & Development,2.00,1,Life Sciences,1,1513,4,Female,97,3,1,Laboratory Technician,2,Married,3180.00,Upto 5k,4668.00,0,Y,No,13,3,3,80,3,4.00,3,3,3.00,2,0,2
RM1078,29.00,26-35,Yes,Travel_Rarely,224.00,Research & Development,1.00,4,Technical Degree,1,1522,1,Male,100,2,1,Research Scientist,1,Single,2362.00,Upto 5k,7568.00,6,Y,No,13,3,3,80,0,11.00,2,1,9.00,7,0,7
RM1091,29.00,26-35,No,Travel_Rarely,441.00,Research & Development,8.00,1,Other,1,1544,3,Female,39,1,2,Healthcare Representative,1,Married,9715.00,5k-10k,7288.00,3,Y,No,13,3,3,80,1,9.00,3,3,7.00,7,0,7
RM1105,29.00,26-35,No,Travel_Rarely,598.00,Research & Development,9.00,3,Life Sciences,1,1558,3,Male,91,4,1,Research Scientist,3,Married,2451.00,Upto 5k,22376.00,6,Y,No,18,3,1,80,2,5.00,2,2,1.00,0,0,0
RM1123,29.00,26-35,No,Travel_Rarely,1370.00,Research & Development,3.00,1,Medical,1,1586,2,Male,87,3,1,Laboratory Technician,1,Single,4723.00,Upto 5k,16213.00,1,Y,Yes,18,3,4,80,0,10.00,3,3,10.00,9,1,5
RM1126,29.00,26-35,No,Travel_Frequently,995.00,Research & Development,2.00,1,Life Sciences,1,1590,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853.00,5k-10k,24483.00,1,Y,No,19,3,4,80,1,6.00,0,4,6.00,4,1,3
RM1173,29.00,26-35,No,Travel_Rarely,469.00,Sales,10.00,3,Medical,1,1650,3,Male,42,2,2,Sales Executive,3,Single,5869.00,5k-10k,23413.00,9,Y,No,11,3,3,80,0,8.00,2,3,5.00,2,1,4
RM1189,29.00,26-35,No,Travel_Rarely,991.00,Sales,5.00,3,Medical,1,1669,1,Male,43,2,2,Sales Executive,2,Divorced,4187.00,Upto 5k,3356.00,1,Y,Yes,13,3,2,80,1,10.00,3,2,10.00,0,0,9
RM1220,29.00,26-35,No,Travel_Rarely,1082.00,Research & Development,9.00,4,Medical,1,1709,4,Female,43,3,1,Laboratory Technician,3,Married,2974.00,Upto 5k,25412.00,9,Y,No,17,3,3,80,1,9.00,2,3,5.00,3,1,2
RM1250,29.00,26-35,Yes,Travel_Rarely,428.00,Sales,9.00,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,Single,2760.00,Upto 5k,14630.00,1,Y,No,13,3,3,80,0,2.00,3,3,2.00,2,2,2
RM1251,29.00,26-35,No,Travel_Frequently,461.00,Research & Development,1.00,3,Life Sciences,1,1753,4,Male,70,4,2,Healthcare Representative,3,Single,6294.00,5k-10k,23060.00,8,Y,Yes,12,3,4,80,0,10.00,5,4,3.00,2,0,2
RM1259,29.00,26-35,No,Travel_Rarely,590.00,Research & Development,4.00,3,Technical Degree,1,1762,4,Female,91,2,1,Research Scientist,1,Divorced,2109.00,Upto 5k,10007.00,1,Y,No,13,3,3,80,1,1.00,2,3,1.00,0,0,0
RM1314,29.00,26-35,Yes,Travel_Rarely,350.00,Human Resources,13.00,3,Human Resources,1,1844,1,Male,56,2,1,Human Resources,1,Divorced,2335.00,Upto 5k,3157.00,4,Y,Yes,15,3,4,80,3,4.00,3,3,2.00,2,2,0
RM1319,29.00,26-35,No,Travel_Frequently,574.00,Research & Development,20.00,1,Medical,1,1852,4,Male,40,3,1,Laboratory Technician,4,Married,3812.00,Upto 5k,7003.00,1,Y,No,13,3,2,80,0,11.00,3,4,11.00,8,3,10
RM1325,29.00,26-35,No,Travel_Rarely,726.00,Research & Development,29.00,1,Life Sciences,1,1859,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384.00,5k-10k,21143.00,8,Y,No,17,3,4,80,2,11.00,3,3,7.00,0,1,6
RM1330,29.00,26-35,No,TravelRarely,352.00,Human Resources,6.00,1,Medical,1,1865,4,Male,87,2,1,Human Resources,2,Married,2804.00,Upto 5k,15434.00,1,Y,No,11,3,4,80,0,1.00,3,3,1.00,0,0,0
RM1333,29.00,26-35,Yes,Travel_Frequently,459.00,Research & Development,24.00,2,Life Sciences,1,1868,4,Male,73,2,1,Research Scientist,4,Single,2439.00,Upto 5k,14753.00,1,Y,Yes,24,4,2,80,0,1.00,3,2,1.00,0,1,0
RM1344,29.00,26-35,No,Travel_Rarely,592.00,Research & Development,7.00,3,Life Sciences,1,1883,4,Male,59,3,1,Laboratory Technician,1,Single,2062.00,Upto 5k,19384.00,3,Y,No,14,3,2,80,0,11.00,2,3,3.00,2,1,2
RM1366,29.00,26-35,Yes,Travel_Frequently,746.00,Sales,24.00,3,Technical Degree,1,1928,3,Male,45,4,1,Sales Representative,1,Single,1091.00,Upto 5k,10642.00,1,Y,No,17,3,4,80,0,1.00,3,3,1.00,0,0,0
RM1388,29.00,26-35,No,Travel_Rarely,136.00,Research & Development,1.00,3,Life Sciences,1,1954,1,Male,89,3,2,Healthcare Representative,1,Married,5373.00,5k-10k,6225.00,0,Y,No,12,3,1,80,1,6.00,5,2,5.00,3,0,2
RM1443,29.00,26-35,Yes,Travel_Rarely,1092.00,Research & Development,1.00,4,Medical,1,2027,1,Male,36,3,1,Research Scientist,4,Married,4787.00,Upto 5k,26124.00,9,Y,Yes,14,3,2,80,3,4.00,3,4,2.00,2,2,2
RM1460,29.00,26-35,No,Travel_Rarely,1378.00,Research & Development,13.00,2,Other,1,2053,4,Male,46,2,2,Laboratory Technician,2,Married,4025.00,Upto 5k,23679.00,4,Y,Yes,13,3,1,80,1,10.00,2,3,4.00,3,0,3
RM1461,29.00,26-35,No,Travel_Rarely,468.00,Research & Development,28.00,4,Medical,1,2054,4,Female,73,2,1,Research Scientist,1,Single,3785.00,Upto 5k,8489.00,1,Y,No,14,3,2,80,0,5.00,3,1,5.00,4,0,4
RM1461,29.00,26-35,No,Travel_Rarely,468.00,Research & Development,28.00,4,Medical,1,2054,4,Female,73,2,1,Research Scientist,1,Single,3785.00,Upto 5k,8489.00,1,Y,No,14,3,2,80,0,5.00,3,1,5.00,4,0,4
RM033,30.00,26-35,No,Travel_Rarely,125.00,Research & Development,9.00,2,Medical,1,41,4,Male,83,2,1,Laboratory Technician,3,Single,2206.00,Upto 5k,16117.00,1,Y,No,13,3,1,80,0,10.00,5,3,10.00,0,1,8
RM045,30.00,26-35,No,Travel_Frequently,721.00,Research & Development,1.00,2,Medical,1,57,3,Female,58,3,2,Laboratory Technician,4,Single,4011.00,Upto 5k,10781.00,1,Y,No,23,4,4,80,0,12.00,2,3,12.00,8,3,7
RM081,30.00,26-35,No,Travel_Rarely,852.00,Research & Development,1.00,1,Life Sciences,1,104,4,Male,55,2,2,Laboratory Technician,4,Married,5126.00,5k-10k,15998.00,1,Y,Yes,12,3,3,80,2,10.00,1,2,10.00,8,3,0
RM089,30.00,26-35,No,Travel_Rarely,288.00,Research & Development,2.00,3,Life Sciences,1,117,3,Male,99,2,2,Healthcare Representative,4,Married,4152.00,Upto 5k,15830.00,1,Y,No,19,3,1,80,3,11.00,3,3,11.00,10,10,8
RM093,30.00,26-35,No,Travel_Rarely,1334.00,Sales,4.00,2,Medical,1,121,3,Female,63,2,2,Sales Executive,2,Divorced,5209.00,5k-10k,19760.00,1,Y,Yes,12,3,2,80,3,11.00,4,2,11.00,8,2,7
RM121,30.00,26-35,No,Travel_Frequently,1312.00,Research & Development,23.00,3,Life Sciences,1,159,1,Male,96,1,1,Research Scientist,3,Divorced,2613.00,Upto 5k,22310.00,1,Y,No,25,4,3,80,3,10.00,2,2,10.00,7,0,9
RM168,30.00,26-35,No,Travel_Rarely,1339.00,Sales,5.00,3,Life Sciences,1,228,2,Female,41,3,3,Sales Executive,4,Married,9419.00,5k-10k,8053.00,2,Y,No,12,3,3,80,1,12.00,2,3,10.00,9,7,4
RM174,30.00,26-35,No,Non-Travel,111.00,Research & Development,9.00,3,Medical,1,239,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072.00,Upto 5k,11012.00,1,Y,No,11,3,3,80,2,12.00,4,3,12.00,9,6,10
RM212,30.00,26-35,No,Non-Travel,829.00,Research & Development,1.00,1,Life Sciences,1,292,3,Male,88,2,3,Manufacturing Director,3,Single,8474.00,5k-10k,20925.00,1,Y,No,22,4,3,80,0,12.00,2,3,11.00,8,5,8
RM215,30.00,26-35,Yes,Travel_Rarely,1005.00,Research & Development,3.00,3,Technical Degree,1,297,4,Female,88,3,1,Research Scientist,1,Single,2657.00,Upto 5k,8556.00,5,Y,Yes,11,3,3,80,0,8.00,5,3,5.00,2,0,4
RM217,30.00,26-35,Yes,Travel_Frequently,334.00,Sales,26.00,4,Marketing,1,299,3,Female,52,2,2,Sales Executive,1,Single,6696.00,5k-10k,22967.00,5,Y,No,15,3,3,80,0,9.00,5,2,6.00,3,0,1
RM325,30.00,26-35,No,Travel_Rarely,1275.00,Research & Development,28.00,2,Medical,1,441,4,Female,64,3,2,Research Scientist,4,Married,5775.00,5k-10k,11934.00,1,Y,No,13,3,4,80,2,11.00,2,3,10.00,8,1,9
RM339,30.00,26-35,No,Travel_Rarely,570.00,Sales,5.00,3,Marketing,1,456,4,Female,30,2,2,Sales Executive,3,Divorced,6118.00,5k-10k,5431.00,1,Y,No,13,3,3,80,3,10.00,2,3,10.00,9,1,2
RM355,30.00,26-35,No,Non-Travel,641.00,Sales,25.00,2,Technical Degree,1,475,4,Female,85,3,2,Sales Executive,3,Married,4736.00,Upto 5k,6069.00,7,Y,Yes,12,3,2,80,1,4.00,2,4,2.00,2,2,2
RM382,30.00,26-35,No,Travel_Rarely,202.00,Sales,2.00,1,Technical Degree,1,508,3,Male,72,3,1,Sales Representative,2,Married,2476.00,Upto 5k,17434.00,1,Y,No,18,3,1,80,1,1.00,3,3,1.00,0,0,0
RM386,30.00,26-35,Yes,Travel_Frequently,464.00,Research & Development,4.00,3,Technical Degree,1,514,3,Male,40,3,1,Research Scientist,4,Single,2285.00,Upto 5k,3427.00,9,Y,Yes,23,4,3,80,0,3.00,4,3,1.00,0,0,0
RM403,30.00,26-35,No,Travel_Rarely,1082.00,Sales,12.00,3,Technical Degree,1,533,2,Female,83,3,2,Sales Executive,3,Single,6577.00,5k-10k,19558.00,0,Y,No,11,3,2,80,0,6.00,6,3,5.00,4,4,4
RM411,30.00,26-35,No,Travel_Rarely,317.00,Research & Development,2.00,3,Life Sciences,1,548,3,Female,43,1,2,Manufacturing Director,4,Single,6091.00,5k-10k,24793.00,2,Y,No,20,4,3,80,0,11.00,2,3,5.00,4,0,2
RM420,30.00,26-35,No,Non-Travel,1400.00,Research & Development,3.00,3,Life Sciences,1,562,3,Male,53,3,1,Laboratory Technician,4,Married,2097.00,Upto 5k,16734.00,4,Y,No,15,3,3,80,1,9.00,3,1,5.00,3,1,4
RM424,30.00,26-35,No,Non-Travel,1398.00,Sales,22.00,4,Other,1,567,3,Female,69,3,3,Sales Executive,1,Married,8412.00,5k-10k,2890.00,0,Y,No,11,3,3,80,0,10.00,3,3,9.00,8,7,8
RM427,30.00,26-35,No,Non-Travel,1116.00,Research & Development,2.00,3,Medical,1,571,3,Female,49,3,1,Laboratory Technician,4,Single,2564.00,Upto 5k,7181.00,0,Y,No,14,3,3,80,0,12.00,2,2,11.00,7,6,7
RM438,30.00,26-35,No,Travel_Rarely,413.00,Sales,7.00,1,Marketing,1,585,4,Male,57,3,1,Sales Representative,2,Single,2983.00,Upto 5k,18398.00,0,Y,No,14,3,1,80,0,4.00,3,3,3.00,2,1,2
RM481,30.00,26-35,Yes,Travel_Frequently,448.00,Sales,12.00,4,Life Sciences,1,648,2,Male,74,2,1,Sales Representative,1,Married,2033.00,Upto 5k,14470.00,1,Y,No,18,3,3,80,1,1.00,2,4,1.00,0,0,0
RM502,30.00,26-35,No,Travel_Frequently,160.00,Research & Development,3.00,3,Medical,1,680,3,Female,71,3,1,Research Scientist,3,Divorced,2083.00,Upto 5k,22653.00,1,Y,No,20,4,3,80,1,1.00,2,3,1.00,0,0,0
RM546,30.00,26-35,No,Travel_Rarely,501.00,Sales,27.00,5,Marketing,1,747,3,Male,99,3,2,Sales Executive,4,Divorced,5304.00,5k-10k,25275.00,7,Y,No,23,4,4,80,1,10.00,2,2,8.00,7,7,7
RM582,30.00,26-35,No,Travel_Rarely,921.00,Research & Development,1.00,3,Life Sciences,1,806,4,Male,38,1,1,Laboratory Technician,3,Married,3833.00,Upto 5k,24375.00,3,Y,No,21,4,3,80,2,7.00,2,3,2.00,2,0,2
RM603,30.00,26-35,No,Travel_Rarely,946.00,Research & Development,2.00,3,Medical,1,833,3,Female,52,2,2,Manufacturing Director,4,Single,6877.00,5k-10k,20234.00,5,Y,Yes,24,4,2,80,0,12.00,4,2,0.00,0,0,0
RM624,30.00,26-35,No,Travel_Frequently,1012.00,Research & Development,5.00,4,Life Sciences,1,861,2,Male,75,2,1,Research Scientist,4,Divorced,3761.00,Upto 5k,2373.00,9,Y,No,12,3,2,80,1,10.00,3,2,5.00,4,0,3
RM703,30.00,26-35,No,Travel_Rarely,231.00,Sales,8.00,2,Other,1,982,3,Male,62,3,3,Sales Executive,3,Divorced,7264.00,5k-10k,9977.00,5,Y,No,11,3,1,80,1,10.00,2,4,8.00,4,7,7
RM721,30.00,26-35,Yes,Travel_Rarely,138.00,Research & Development,22.00,3,Life Sciences,1,1004,1,Female,48,3,1,Research Scientist,3,Married,2132.00,Upto 5k,11539.00,4,Y,Yes,11,3,2,80,0,7.00,2,3,5.00,2,0,1
RM731,30.00,26-35,No,Travel_Rarely,153.00,Research & Development,8.00,2,Life Sciences,1,1015,2,Female,73,4,3,Research Director,1,Married,11416.00,10k-15k,17802.00,0,Y,Yes,12,3,3,80,3,9.00,4,2,8.00,7,1,7
RM733,30.00,26-35,Yes,Travel_Frequently,109.00,Research & Development,5.00,3,Medical,1,1017,2,Female,60,3,1,Laboratory Technician,2,Single,2422.00,Upto 5k,25725.00,0,Y,No,17,3,1,80,0,4.00,3,3,3.00,2,1,2
RM783,30.00,26-35,No,Travel_Rarely,1176.00,Research & Development,20.00,3,Other,1,1084,3,Male,85,3,2,Manufacturing Director,1,Married,9957.00,5k-10k,9096.00,0,Y,No,15,3,3,80,1,7.00,1,2,6.00,2,0,2
RM845,30.00,26-35,No,Travel_Rarely,852.00,Sales,10.00,3,Marketing,1,1179,3,Male,72,2,2,Sales Executive,3,Married,6578.00,5k-10k,2706.00,1,Y,No,18,3,1,80,1,10.00,3,3,10.00,3,1,4
RM866,30.00,26-35,No,Travel_Rarely,1329.00,Sales,29.00,4,Life Sciences,1,1211,3,Male,61,3,2,Sales Executive,1,Divorced,4115.00,Upto 5k,13192.00,8,Y,No,19,3,3,80,3,8.00,3,3,4.00,3,0,3
RM875,30.00,26-35,No,Travel_Rarely,853.00,Research & Development,7.00,4,Life Sciences,1,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491.00,Upto 5k,11309.00,1,Y,No,13,3,1,80,3,10.00,4,2,10.00,7,8,9
RM887,30.00,26-35,No,Travel_Rarely,1465.00,Research & Development,1.00,3,Medical,1,1241,4,Male,63,3,1,Research Scientist,2,Married,3579.00,Upto 5k,9369.00,0,Y,Yes,21,4,1,80,1,12.00,2,3,11.00,9,5,7
RM932,30.00,26-35,No,Non-Travel,879.00,Research & Development,9.00,2,Medical,1,1298,3,Female,72,3,2,Manufacturing Director,3,Single,4695.00,Upto 5k,12858.00,7,Y,Yes,18,3,3,80,0,10.00,3,3,8.00,4,1,7
RM942,30.00,26-35,No,Travel_Rarely,1138.00,Research & Development,6.00,3,Technical Degree,1,1311,1,Female,48,2,2,Laboratory Technician,4,Married,4627.00,Upto 5k,23631.00,0,Y,No,12,3,1,80,1,10.00,6,3,9.00,2,6,7
RM949,30.00,26-35,No,Travel_Rarely,634.00,Research & Development,17.00,4,Medical,1,1321,2,Female,95,3,3,Manager,1,Married,11916.00,10k-15k,25927.00,1,Y,Yes,23,4,4,80,2,9.00,2,3,9.00,1,0,8
RM1014,30.00,26-35,No,Travel_Rarely,855.00,Sales,7.00,4,Marketing,1,1428,4,Female,73,3,2,Sales Executive,1,Divorced,4779.00,Upto 5k,12761.00,7,Y,No,14,3,2,80,2,8.00,3,3,3.00,2,0,2
RM1050,30.00,26-35,No,Travel_Rarely,1358.00,Sales,16.00,1,Life Sciences,1,1479,4,Male,96,3,2,Sales Executive,3,Married,5301.00,5k-10k,2939.00,8,Y,No,15,3,3,80,2,4.00,2,2,2.00,1,2,2
RM1053,30.00,26-35,No,Non-Travel,990.00,Research & Development,7.00,3,Technical Degree,1,1482,3,Male,64,3,1,Research Scientist,3,Divorced,1274.00,Upto 5k,7152.00,1,Y,No,13,3,2,80,2,1.00,2,2,1.00,0,0,0
RM1065,30.00,26-35,No,Travel_Rarely,330.00,Human Resources,1.00,3,Life Sciences,1,1499,3,Male,46,3,1,Human Resources,3,Divorced,2064.00,Upto 5k,15428.00,0,Y,No,21,4,1,80,1,6.00,3,4,5.00,3,1,3
RM1107,30.00,26-35,Yes,Travel_Rarely,740.00,Sales,1.00,3,Life Sciences,1,1562,2,Male,64,2,2,Sales Executive,1,Married,9714.00,5k-10k,5323.00,1,Y,No,11,3,4,80,1,10.00,4,3,10.00,8,6,7
RM1110,30.00,26-35,No,Travel_Rarely,1288.00,Sales,29.00,4,Technical Degree,1,1568,3,Male,33,3,3,Sales Executive,2,Married,9250.00,5k-10k,17799.00,3,Y,No,12,3,2,80,1,9.00,3,3,4.00,2,1,3
